assets_concerned,asset_type,voltage_kv_raw,daily_restoring_raw,reason,source_file,start_datetime,stop_datetime,voltage_kv,daily_restoring,duration_hours
Linea 218 V.Valle - Montefiascone.,LIN,150 kV,N,Altre di Rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-27,150.0,False,576.0
Linea 265 Cislago - Sondrio,LIN,220 kV,N,Sostituzione SPCC,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-14,220.0,False,264.0
Linea 363 Quartucciu - Villasimius,LIN,150 kV,N,Altre di Rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-06,150.0,False,72.0
Linea 430 Chiusi - Valiano,LIN,132 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-06,132.0,False,72.0
Linea 66 kV Novi S.B. RT - Arquata RT GE003,LIN,70 kV,N,Taglio Piante,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-13,70.0,False,240.0
Linea 66 kV Ovada RFI - Novi S.B. RT GE002,LIN,70 kV,N,Taglio Piante,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-13,70.0,False,240.0
Linea 784 Molini di Tures - Brunico CP,LIN,132 kV,N,Interferenza Linea,20260619-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-06,132.0,False,72.0
Linea F23 Anagni RT - Gallicano RT,LIN,150 kV,N,Sostituzione Isolatori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-12-06,150.0,False,792.0
MOLINE TR3  220/132/9,TRF,10 kV,N,Altre di Manutenzione,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-06,10.0,False,72.0
OTTANA BESS,UPU,220 kV,N,Altri interventi,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-07,220.0,False,96.0
S/E Alfonsine - Sbarra A 132 kV,SBA,132 kV,S,Riparazione Apparecchiatura AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-03,132.0,False,0.0
S/E Alfonsine - Sbarra B 132 kV,SBA,132 kV,N,Riparazione Apparecchiatura AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-05,132.0,False,48.0
S/E Arquata S. RT - stl LGE003 Novi RT,STL,70 kV,N,Sostituzione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-13,70.0,False,240.0
S/E Augusta - stl 151 Melilli,STL,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-03,150.0,False,0.0
S/E Brindisi P. - stl 177 Enipower BR,STL,150 kV,N,Sostituzione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-07,150.0,False,96.0
S/E Brugherio - Sbarra A 380 kV,SBA,400 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-04,400.0,False,24.0
S/E Canino - stl L06 Phenix,STL,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-05,150.0,False,48.0
S/E Castellaneta - Parallelo KN2 150 kV,STK,150 kV,N,Controlli Protezioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-06,150.0,False,72.0
S/E Castellaneta - Sbarra B2 150 KV,SBA,150 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-06,150.0,False,72.0
S/E Ceprano - Sbarra B2 150 KV,SBA,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-03,150.0,False,0.0
S/E Cislago - stl 265 Sondrio,STL,220 kV,N,Sostituzione SPCC,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-14,220.0,False,264.0
S/E Cislago - stl 266 Sondrio,STL,220 kV,N,Sostituzione SPCC,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-14,220.0,False,264.0
S/E Matera - Sbarra B 380 KV,SBA,400 kV,S,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-03,400.0,False,0.0
S/E Musignano - Sbarra A 380 kV,SBA,400 kV,N,Altre di manutenzioni,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-03,400.0,False,0.0
S/E Nuraminis - sbarra A 150 kV,SBA,150 kV,S,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-04,150.0,False,24.0
S/E Nuraminis - stallo TIP,STJ,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-04,150.0,False,24.0
S/E Oristano - Parallelo K 220 kV,STK,220 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-06,220.0,False,72.0
S/E Oristano - Sbarra A 220 kV,SBA,220 kV,S,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-04,220.0,False,24.0
S/E Pietramala - Reattore 132 KV-60 MVAR,RIF,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-06,132.0,False,72.0
S/E Ponte - TR 3 220/132/8 kV,TRF,220 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-05,220.0,False,48.0
S/E Rondissone - ATR 3 380/132 kV,ATR,132 kV,N,Sostituzione Apparecchiatura AT,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-13,132.0,False,240.0
S/E S. Massenza - stl 256 Bussolengo S.S,STL,220 kV,S,Controlli Protezioni,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-05,220.0,False,48.0
S/E Taranto Sm. - stl 499 ILVA R (SSR1),STL,220 kV,N,Controlli Protezioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-06,220.0,False,72.0
S/E Teramo - Reattore 380 KV,RIF,400 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-05,400.0,False,48.0
S/E Valpelline - ATR 1 220/132 kV,ATR,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-05,132.0,False,48.0
S/E Villeneuve - Sbarra A 220 kV,SBA,220 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-03,220.0,False,0.0
SSE Foggia RT - Sbarre B 150 kV,SBA,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-03,150.0,False,0.0
SSE Omignano Salento RT-stl 003 Albanell,STL,70 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-06,70.0,False,72.0
SSE RoccaPriora RT - stl F78 Jesi RT,STL,132 kV,S,Controlli Protezioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-03,132.0,False,0.0
SSE RoccaPriora RT - stl F78 Jesi RT,STL,132 kV,N,Sostituzione Apparecchiature AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-11,132.0,False,192.0
S\E Alfonsine - stl LE50 Alfonsine FV1,STL,132 kV,N,Riparazione Apparecchiatura AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-06,132.0,False,72.0
Stallo 132 kV 595 San Gillio in CP Druento,STL,132 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-03,132.0,False,0.0
Stazione Nurri - Stallo linea ISILI 150 kV 667,STL,150 kV,N,Sostituzione Apparecchiature AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-03,2026-11-05,150.0,False,48.0
CP PORTOMAGGIORE - STALLO AT FER 718,STL,132 kV,N,Revisione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-04,2026-11-04,132.0,False,0.0
L 166 Lacchiarella-Cs Pavia-Pavia ovest,LIN,132 kV,N,Altre di sviluppo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-04,2026-11-20,132.0,False,384.0
S/E Musignano - Sbarra A 380 kV,SBA,400 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-04,2026-11-04,400.0,False,0.0
S/E S.Damaso-ATR 303 380/132kV 250MVA,ATR,132 kV,N,Altre di sviluppo,20260410-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-04,2026-11-13,132.0,False,216.0
S/E Teramo - Sbarra A 380 kV,SBA,400 kV,S,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-04,2026-11-04,400.0,False,0.0
S/E Verderio ad.- Sbarra A2 132 kV,SBA,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260612-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-04,2026-11-04,132.0,False,0.0
S/E Villavalle - Sbarra B 380 KV,SBA,400 kV,N,Rinnovo stazione,20260612-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-04,2026-11-06,400.0,False,48.0
S/E Villeneuve - Sbarra B 220 kV,SBA,220 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-04,2026-11-04,220.0,False,0.0
SSE Omignano Salento(RFI) - Sbarre 60 kV,SBA,70 kV,S,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-04,2026-11-04,70.0,False,0.0
Stallo 132 kV 472 IC Vetropack in IC Sarpom,STL,132 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-04,2026-11-04,132.0,False,0.0
CP PORTOMAGGIORE - STALLO AT COP 140,STL,132 kV,N,Revisione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-05,2026-11-05,132.0,False,0.0
S/E Bari Ovest - stl Triggiano,STL,150 kV,S,Controlli Protezioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-05,2026-11-06,150.0,False,24.0
S/E Brugherio - Sbarra B 380 kV,SBA,400 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-05,2026-11-06,400.0,False,24.0
S/E Oristano - Sbarra B 220 kV,SBA,220 kV,S,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-05,2026-11-06,220.0,False,24.0
S/E Selegas - Stallo TIP,STJ,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-05,2026-11-06,150.0,False,24.0
S/E Selegas - sbarra A 150 kV,SBA,150 kV,S,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-05,2026-11-06,150.0,False,24.0
S/E Teramo - Sbarra B 380 kV,SBA,400 kV,S,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-05,2026-11-05,400.0,False,0.0
S/E Verderio ad.- Sbarra B2 132 kV,SBA,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260612-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-05,2026-11-05,132.0,False,0.0
S/E Villeneuve - Sbarra A 132 kV,SBA,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-05,2026-11-05,132.0,False,0.0
SSE Foggia RT - stl 038 Foggia,STL,150 kV,S,Controlli Protezioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-05,2026-11-06,150.0,False,24.0
CP PORTOMAGGIORE - STALLO AT BND 879,STL,132 kV,N,Revisione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-06,2026-11-06,132.0,False,0.0
LINEA 920 PALMI SUD - SCILLA,LIN,150 kV,N,Variante Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-06,2026-11-27,150.0,False,504.0
Linea 159 Rizziconi - Bagnara,LIN,150 kV,N,Variante Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-06,2026-11-27,150.0,False,504.0
S/E Alfonsine - Sbarra A 132 kV,SBA,132 kV,S,Riparazione Apparecchiatura AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-06,2026-11-06,132.0,False,0.0
S/E Maddaloni - TR 1 220/20 KV,TRF,220 kV,S,Controlli Protezioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-06,2026-11-06,220.0,False,0.0
S/E Villeneuve - Sbarra B 132 kV,SBA,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-06,2026-11-06,132.0,False,0.0
SE Brugherio-stl 906 Rise S.-Ponte S.P.,STL,132 kV,N,Controlli Protezioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-06,2026-11-06,132.0,False,0.0
S\E Alfonsine - stl LE50 Alfonsine FV1,STL,132 kV,S,Controlli Protezioni,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-06,2026-11-06,132.0,False,0.0
CP CREVALCORE - SBARRA AT VE LATO 621-664,SBA,132 kV,N,Revisione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-07,2026-11-07,132.0,False,0.0
CP CREVALCORE - STALLO AT CRF 621,STL,132 kV,N,Revisione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-07,2026-11-07,132.0,False,0.0
CP CREVALCORE - STALLO AT MIR-SPS 664,STL,132 kV,N,Revisione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-07,2026-11-07,132.0,False,0.0
Linea 154 Cappuccini - Valcimarra,LIN,132 kV,N,Altre di sviluppo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-07,2026-11-22,132.0,False,360.0
Linea 621 Crevalcore CP - Crevalcore RT,LIN,132 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-07,2026-11-07,132.0,False,0.0
CP CREVALCORE - SEZIONE AT 1,SBA,132 kV,N,Revisione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-08,2026-11-08,132.0,False,0.0
CP RASTIGNANO - STALLO AT CIR 114,STL,132 kV,N,Revisione Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-08,2026-11-08,132.0,False,0.0
Linea 124 PS Visintainer - Pozzolago,LIN,70 kV,N,Interferenza Linea,20260626-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-08,2026-11-15,70.0,False,168.0
515 Lucca Ronco - Ospedaletto,LIN,132 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-12-18,132.0,False,936.0
515 Lucca Ronco - Ospedaletto,LIN,132 kV,N,Interferenza Linea,20260612-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,132.0,False,96.0
CADARESE Stl VERAMPIO 132 kV,STL,132 kV,N,Altre di Manutenzione,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-22,132.0,False,312.0
CP CECINA - STALLO AT 540 SALINE,STL,132 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,132.0,False,96.0
CP PIOMBINO - SBARRA AT ROSSO LATO 585-008,SBA,132 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,132.0,False,96.0
CP PIOMBINO - STALLO AT 008 S.GIUSEPPE(T. ALTA),STL,132 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-17,132.0,False,192.0
CP RA CANALA - SBARRA AT RO LATO 133,SBA,132 kV,S,Interferenza Lavori,20260619-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-14,132.0,False,120.0
CP S.GIUSEPPE - SBARRA AT VE LATO 008,SBA,132 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,132.0,False,96.0
IC Quart OMP_P56 - stl 206 S/E Chatillo,STL,220 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-20,220.0,False,264.0
IC Quart OMP_P57- stl 208 IC Cogne,STL,220 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-20,220.0,False,264.0
L 164 S/E Lacchiarella-Cp Assago-Cp Mila,LIN,132 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-20,132.0,False,264.0
L. 446 Pian della Speranza - Farinello,LIN,132 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-10,132.0,False,24.0
L. 742 Simar - Porto Marghera,LIN,132 kV,N,Interferenza Linea,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-12-20,132.0,False,984.0
L. 997 Quart P56-Quart P57 de C.le Quart,LIN,220 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-20,220.0,False,264.0
L684 S/E Nera Montoro-Nera Montoro c.le2,LIN,132 kV,N,Altre di rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,132.0,False,96.0
LATINA N STL LT LIDO D. BS SOLAR,STL,150 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-11,150.0,False,48.0
LINEA 400 kV BONADUZ - BREITE 165,LIN,400 kV,N,Richiesto da Swissgrid,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,400.0,False,96.0
LINEA 400 kV MAPRAGG - BREITE 164,LIN,400 kV,N,Richiesto da Swissgrid,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,400.0,False,96.0
Lin.602 PianCamuno-IC Tassara-P.101 cma,LIN,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260612-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,132.0,False,96.0
Lin.734 S/E Saluzzo Nord - Savigliano CP,LIN,132 kV,N,Altre di Manutenzione,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-12,132.0,False,72.0
Lin.743 SE Chiari - SE Ric.Ovest BS,LIN,132 kV,N,Altre di Rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-12,132.0,False,72.0
Linea 009 Selargius ¿ Ittiri,LIN,400 kV,S,Altre di rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-09,400.0,False,0.0
Linea 028 Pra - Varenna,LIN,132 kV,N,Sostituzione Sostegni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-27,132.0,False,432.0
Linea 057 Chiusi RT-Città della Pieve RT,LIN,132 kV,N,Sostituzione Conduttori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-30,132.0,False,504.0
Linea 104 Catanzaro - Albi cd Magisano,LIN,150 kV,N,Sostituzione FdG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-22,150.0,False,312.0
Linea 105 Catanzaro - Magisano,LIN,150 kV,N,Sostituzione FdG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-12,150.0,False,72.0
Linea 132 kV - DUGALE-LONIGO GIALLA,LIN,132 kV,N,Altre di rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-20,132.0,False,264.0
Linea 132 kV - PIACENZA EST - MONTALE,LIN,132 kV,N,Sostituzione FdG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-20,132.0,False,264.0
Linea 150 kV - Fiumesanto - Nurra,LIN,150 kV,S,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,150.0,False,96.0
Linea 165 S/E Lacchiarella - Cp Assago,LIN,132 kV,N,Sostituzione FdG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-20,132.0,False,264.0
Linea 206 S/E Chatillon - I.C. Quart,LIN,220 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,220.0,False,96.0
Linea 228 Dugale-Sandrà,LIN,220 kV,N,Altre di sviluppo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-29,220.0,False,480.0
Linea 263 Lanzada - Sondrio,LIN,220 kV,N,Controlli Tecnici Apparecchiatura AT,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,220.0,False,96.0
Linea 284 CP P.ta Venezia-CP P.ta Volta,LIN,220 kV,N,Altre di rinnovo,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-14,220.0,False,120.0
Linea 344 Dugale - Ostiglia,LIN,400 kV,N,Altre di Manutenzione,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,400.0,False,96.0
Linea 365 Chiari - Travagliato,LIN,400 kV,N,Altre di Rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-12,400.0,False,72.0
Linea 365 Chiari - Travagliato,LIN,400 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,400.0,False,96.0
Linea 375 Tula - Codrongianos,LIN,150 kV,S,Sostituzione FdG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-10,150.0,False,24.0
Linea 466 Cp Parabiago - Cp Vittuone,LIN,132 kV,N,Sostituzione FdG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-25,132.0,False,384.0
Linea 471 Novara Sud-IC Sarpom der AGIP e Trecate,LIN,132 kV,N,Sostituzione Isolatori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-09,132.0,False,0.0
Linea 471 trc Nodo Agip - Ut. Sarpom,TRC,132 kV,N,Sostituzione Isolatori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-22,132.0,False,312.0
Linea 633 CP Verderio - S/E Merate,LIN,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260612-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,132.0,False,96.0
Linea 665 Tula - Coghinas,LIN,150 kV,S,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-10,150.0,False,24.0
Linea 676 CP Racalmuto - CP Canicatti',LIN,150 kV,S,Sostituzione FdG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-20,150.0,False,264.0
Linea 710 S.Lazzaro - Colunga,LIN,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,132.0,False,96.0
Linea 797 Porcia - Sacile,LIN,132 kV,N,Realizzazione Entra/esci,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-16,132.0,False,168.0
Linea 803 Murialdo - Cairo CP,LIN,132 kV,N,Sostituzione FdG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-27,132.0,False,432.0
Linea 843  San Colombano - Sestri L.,LIN,132 kV,N,Altre di rinnovo,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-20,132.0,False,264.0
Linea 894 Stazzona - Belviso,LIN,132 kV,N,Sostituzione SPCC,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,132.0,False,96.0
Linea 908 Roccavivara - Carunchio,LIN,150 kV,N,Sostituzione Conduttori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-12-04,150.0,False,600.0
Linea 916 Sparone - Pont,LIN,132 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,132.0,False,96.0
Linea 956 Pont - Campore,LIN,132 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-13,132.0,False,96.0
Linea 986 Martina Franca - Taranto Nord,LIN,150 kV,S,Sostituzione Isolatori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-11-09,2026-11-27,150.0,False,432.0
